,target,source
3653,noda99discovering,mitra01data
3654,nodine98overview,87014
3655,noh99uncertain,303963
3656,norman95goal,luck01conceptual
3657,norman97motivationbased,norman96alarms
3658,norrie00extended,356540
3659,norrie00extended,98937
3660,norrie00extended,erni98generic
3661,norrie00extended,steiner98omsjava
3662,nottelmann01learning,nottelmann01mind
3663,nrvag98analytical,20419
3664,nrvag98analytical,27008
3665,nrvag98analytical,95715
3666,nrvag98analytical,nrvag98optimizing
3667,nrvag98analytical,nrvg99persistent
3668,nrvag98optimizing,20419
3669,nrvag98optimizing,95715
3670,nrvag98optimizing,nrvag99vagabond
3671,nwana99perspective,332050
3672,nwana99perspective,andersson99intelligent
3673,nwana99perspective,flake00agents
3674,nwana99perspective,gomoluch01information
3675,nwana99perspective,scerri99ease
3676,nwana99perspective,tveit01survey
3677,oakley00putting,428316
3678,oakley00putting,liu00threedimensional
3679,oard01evaluating,oard01clef
3680,obst01specifying,murray01specifying
3681,ockerman98preliminary,503243
3682,oh00efficient,tran00videograph
3683,oliboni01temporal,486074
3684,oliboni01temporal,506324
3685,oliveira00agents,488116
3686,oliver98graphical,210
3687,oliver98graphical,oliver99bayesian
3688,oliver98graphical,rosario99synthetic
3689,oliver98statistical,fernyhough99constructing
3690,oliver98statistical,rosales99trajectory
3691,oliver98statistical,singletary01learning
3692,oliver98statistical,singletary01symbiotic
3693,oliver99bayesian,martinez99face
3694,oliver99bayesian,oliver99bayesian
3695,oliver99bayesian,patterson02context
3696,oliver99bayesian,rosario99synthetic
3697,olson98probabilistic,olson00probabilistic
3698,olson98probabilistic,olson99subpixel
3699,onoda98asymptotic,12247
3700,onoda98asymptotic,69807
3701,opper99mean,caputo01from
3702,ordonez00discovering,ordonez01mining
3703,ordonez99discovering,ordonez00discovering
3704,ordonez99discovering,ordonez01mining
3705,oria99defining,oria99visualmoql
3706,orovas00cellular,267537
3707,orovas98cellular,orovas00cellular
3708,orr00smart,hightower01survey
3709,orr00smart,rey01location
3710,orr00smart,starner00gesture
3711,overeinder02multiagent,531713
3712,oviatt99ten,340329
3713,oviatt99ten,443913
3714,oviatt99ten,laviola99wholehand
3715,oviatt99ten,liu00threedimensional
3716,ozden98cyclic,34099
3717,ozden98cyclic,han99efficient
3718,ozden98cyclic,zhu98line
3719,padgett98simple,lisetti00automatic
3720,page98pagerank,460350
3721,page98pagerank,attardi99theseus
3722,page98pagerank,bharat99comparison
3723,page98pagerank,brin98anatomy
3724,page98pagerank,brin98what
3725,page98pagerank,jeh02scaling
3726,page98pagerank,jeh02simrank
3727,page98pagerank,lawrence99text
3728,page98pagerank,levene00computing
3729,page98pagerank,levene01web
3730,page98pagerank,ng01stable
3731,page98pagerank,pandurangan02using
3732,pagonis99evolving,346630
3733,pal01rough,mitra01data
3734,pal01rough,pal02web
3735,panayiotopoulos98intelligent,505987
3736,pant02exploration,menczer02topicdriven
3737,pant02exploration,srinivasan02web
3738,pant02myspiders,dlrg02background
3739,pant02myspiders,menczer02topicdriven
3740,pant02myspiders,pant02exploration
3741,panzarasa01organisation,532537
3742,panzarasa01organisation,gandon02multiagent
3743,panzarasa99modeling,445127
3744,panzarasa99modeling,panzarasa01social
3745,panzarasa99modeling,panzarasa02formalizing
3746,papadias01efficient,papadias01indexing
3747,papadias01indexing,453663
3748,papadopoulos00models,532291
3749,papakonstantinou98query,22778
3750,papakonstantinou98query,317766
3751,papazoglou99contextualizing,feng01towards
3752,paradis98virtual,christophides00community
3753,paradis98virtual,paradis98language
3754,paradiso00design,paradiso00footnotes
3755,paradiso99cybershoe,paradiso99interactive
3756,paradiso99interactive,paradiso00design
3757,paradiso99interactive,paradiso00footnotes
3758,parekh00constructive,1625
3759,parekh00constructive,277897
3760,parekh00constructive,castillo99gpropii
3761,parekh00constructive,yang98feature
3762,paris00common,williamson00foundations
3763,park01segmentbased,park01segmentbased
3764,park98alternative,lauzac01view
3765,park99costbased,park99costbased
3766,parker98adaptive,potter01heterogeneity
3767,parsons98agents,233063
3768,parsons98agents,421686
3769,parsons98agents,445127
3770,parsons98agents,488116
3771,parsons98agents,dragoni00mental
3772,parsons98agents,luo02hybrid
3773,parsons98agents,norman00argument
3774,parsons98agents,panzarasa01social
3775,parsons98agents,panzarasa02formalizing
3776,parsons98agents,parsons99approach
3777,parsons98agents,sabater99engineering
3778,parsons98agents,schroeder01fuzzy
3779,parsons99approach,421686
3780,parsons99approach,luo02hybrid
3781,parsons99approach,sabater99engineering
3782,parunak01erims,463357
3783,parunak01erims,zambonelli01emergence
3784,pascoe98adding,antifakos01exploration
3785,pascoe98adding,dey99conference
3786,pascoe98adding,hollerer99situated
3787,pascoe98adding,rhodes99wearable
3788,paton99active,dinn99active
3789,paulson00inductive,steel02finding
3790,pavlovic97visual,377458
3791,pavlovic97visual,464421
3792,pavlovic97visual,502274
3793,pavlovic97visual,515869
3794,pavlovic97visual,jennings99robust
3795,pavlovic97visual,liu00threedimensional
3796,pavlovic97visual,medl98multimodal
3797,pavlovic97visual,pavlovic96gestural
3798,pavlovic97visual,sharma96speechgesture
3799,pavlovic97visual,triesch98gesture
3800,pavlovic97visual,tsap01feedback
3801,pavlovic97visual,vardy99wristcam
3802,pavlovic97visual,wu00adaptive
3803,pavlovic97visual,wu01capturing
3804,pavlovic97visual,yang98extraction
3805,pavlovic97visual,zhu00segmenting
3806,pazzani00representation,itskevitch01automatic
3807,pedersen99supporting,pedersen99supporting
3808,pelikan99bivariate,inza99feature
3809,pelikan99bivariate,munetomo99identifying
3810,pelikan99bivariate,pelikan99boa
3811,pelikan99boa,266823
3812,pelikan99boa,goldberg99genetic
3813,pelikan99boa,miagkikh99generalized
3814,pentland99digital,ockerman98preliminary
3815,pfoser00novel,462285
3816,pfoser00novel,agarwal01time
3817,pfoser00novel,papadias01indexing
3818,phan01new,phan01scalable
3819,phan01new,phan02extensible
3820,phan01new,skow02security
3821,phan01scalable,phan02extensible
3822,phan01scalable,skow02security
3823,piater99toward,coelho00developing
3824,piater99toward,piater00distinctive
3825,picard98humancomputer,taylor99virtual
3826,picault00robots,michaud01using
3827,picco99lime,437003
3828,picco99lime,450055
3829,picco99lime,451495
3830,picco99lime,452225
3831,picco99lime,531861
3832,picco99lime,71059
3833,picco99lime,bettini01klava
3834,picco99lime,busi01some
3835,picco99lime,cabri00xml
3836,picco99lime,cabri01engineering
3837,picco99lime,cremonini00ruling
3838,picco99lime,cugola01peerware
3839,picco99lime,murphy01lime
3840,picco99lime,papadopoulos00models
3841,picco99lime,schimkat01maintaining
3842,piekarski99architecture,539922
3843,pinheirodasilva00generating,pinheirodasilva00umli
3844,pinheirodasilva00user,pinheirodasilva00umli
3845,pirjanian00multirobot,pirjanian99behavior
3846,pirjanian00multirobot,werger00ayllu
3847,pitoura01locating,wijngaards01mas
3848,pitoura99exploiting,lam00broadcasting
3849,pitoura99exploiting,lam01broadcasting
3850,pitoura99exploiting,lauzac01view
3851,pitoura99scalable,lam00broadcasting
3852,pitoura99scalable,lam01broadcasting
3853,pitoura99scalable,lauzac01view
3854,pitoura99scalable,pitoura99exploiting
3855,pitoura99scalable,shanmugasundaram99efficient
3856,plaisant99design,472493
3857,poggi00eye,494121
3858,poggi00eye,decarolis00verbal
3859,poggi00eye,huang01programmability
3860,pohl99machine,ardissono01tailoring
3861,polani99fast,abraham00hybrid
3862,polani99fast,abraham00optimal
3863,ponnekanti01icrafter,hightower01realtime
3864,ponnekanti01icrafter,tews02gday
3865,popescul01probabilistic,518092
3866,popescul01probabilistic,531929
3867,poupyrev98virtual,bowman01introduction
3868,pouwelse99feasible,bakker01lart
3869,powell00impact,472783
3870,prasad96cooperative,prasad99learning
3871,prasad96cooperative,sen98individual
3872,prasad96distributed,17752
3873,prasad99learning,weiss99achieving
3874,precup01offpolicy,467872
3875,prokopenko98designing,prokopenko99situated
3876,prokopenko99situated,prokopenko00cyberoos
3877,przymusinski98autoepistemic,382181
3878,przymusinski98autoepistemic,4664
3879,przymusinski98autoepistemic,50068
3880,przymusinski98autoepistemic,brass99computation
3881,przymusinski98autoepistemic,brass99equivalence
3882,puliafito00map,demeer00programmable
3883,puliafito00map,dipietro99experiences
3884,puliafito00map,lacorte99agent
3885,puliafito00map,puliafito00using
3886,punyakanok01use,415056
3887,puzicha99theory,114563
3888,quek95eyes,pavlovic97visual
3889,queloz99foreign,215383
3890,racine97maintaining,124833
3891,racine97maintaining,452192
3892,raghavan01crawling,476601
3893,raghavan01crawling,raghavan01crawling
3894,raghavan01crawling,shkapenyuk01design
3895,ram90incremental,157013
3896,randell00shopping,362156
3897,randell00shopping,randell02well
3898,rao94meansend,460784
3899,rao94meansend,8263
3900,rao94meansend,heinze99plan
3901,rao94meansend,rao95formal
3902,rao94meansend,rao97unified
3903,rao95bdi,184682
3904,rao95bdi,242172
3905,rao95bdi,243827
3906,rao95bdi,257383
3907,rao95bdi,270678
3908,rao95bdi,284772
3909,rao95bdi,318212
3910,rao95bdi,445758
3911,rao95bdi,478335
3912,rao95bdi,485557
3913,rao95bdi,487698
3914,rao95bdi,490051
3915,rao95bdi,501178
3916,rao95bdi,531861
3917,rao95bdi,aiken98abc
3918,rao95bdi,broersen01boid
3919,rao95bdi,burkhard99bdi
3920,rao95bdi,cavedon95logical
3921,rao95bdi,cavedon95revisiting
3922,rao95bdi,debenham99multiagent
3923,rao95bdi,dignum00towards
3924,rao95bdi,dinverno97formal
3925,rao95bdi,dragoni00mental
3926,rao95bdi,dragoni00updating
3927,rao95bdi,ehlert01intelligent
3928,rao95bdi,ehlert01reactive
3929,rao95bdi,elio00task
3930,rao95bdi,fischer96intelligent
3931,rao95bdi,graham00towards
3932,rao95bdi,hannebauer99composable
3933,rao95bdi,hannebauer99dynamic
3934,rao95bdi,hannebauer99rapid
3935,rao95bdi,lind01issues
3936,rao95bdi,luo02hybrid
3937,rao95bdi,marini00hemasl
3938,rao95bdi,marini00specification
3939,rao95bdi,mascardi99agentbased
3940,rao95bdi,moreno97how
3941,rao95bdi,morley96semantics
3942,rao95bdi,namee01proposal
3943,rao95bdi,norling01learning
3944,rao95bdi,nwana99perspective
3945,rao95bdi,parsons98agents
3946,rao95bdi,parsons99approach
3947,rao95bdi,pollack99adjustable
3948,rao95bdi,rahwan00virtual
3949,rao95bdi,wendler98cbr
3950,rao95bdi,wooldridge00agentoriented
3951,rao95bdi,wooldridge96logic
3952,rao95bdi,wooldridge96practical
3953,rao95bdi,yin00knowledgebased
3954,rao95formal,385259
3955,rao95formal,benerecetti97model
3956,rao95formal,dinverno97formal
3957,rao95formal,dixon00resolutionbased
3958,rao95formal,parsons98agents
3959,rao95formal,parsons99approach
3960,rao95formal,wooldridge00agentoriented
3961,rao95formal,wooldridge96logic
3962,rao95formal,wooldridge96practical
3963,rao95formal,wooldridge98tableaubased
3964,rao96agentspeakl,242172
3965,rao96agentspeakl,hindriks00architecture
3966,rao97unified,ambroszkiewicz98cooperation
3967,rao97unified,heinze99plan
3968,rasheed97guided,khaled98gado
3969,rauber01automatically,mandl01topographic
3970,rauber01integrating,finn02genre
3971,rauber01integrating,rauber01automatically
3972,rauterberg97gesture,360831
3973,rauterberg97gesture,fjeld99designing
3974,rauterberg97gesture,fjeld99exploring
3975,rauterberg98build,360831
3976,rauterberg98build,fjeld99designing
3977,rehg99visionbased,269982
3978,rehg99visionbased,rehg99visionbased
3979,renambot00cavestudy,germans01virpi
3980,rennie01improving,535484
3981,resnik98parallel,resnik99mining
3982,resnik99mining,492009
3983,rey01location,hightower01realtime
3984,rey01location,hightower01survey
3985,rhodes99wearable,454762
3986,rhodes99wearable,minar99hive
3987,rhodes99wearable,youll00impulse
3988,ricci01enlightened,ricci01enlightened
3989,ricci97extending,119642
3990,ricci97extending,aha98omnipresence
3991,rickel98animated,295196
3992,rickel98animated,494121
3993,rickel98animated,cassell01more
3994,rickel98animated,decarolis00verbal
3995,rickel98animated,gratch00emile
3996,rickel98animated,lesh99using
3997,rickel98animated,marsella00interactive
3998,rickel98animated,poggi00eye
3999,rickel98animated,rickel98taskoriented
4000,rickel98taskoriented,257460
4001,rickel98taskoriented,366169
4002,rickel98taskoriented,cassell99requirements
4003,rickel98taskoriented,mcbreen01evaluating
4004,riedel98active,32197
4005,riedel98active,4495
4006,riedel98active,538938
4007,riedel98active,540061
4008,riedel98active,amiri00dynamic
4009,riely99trust,riely99trust
4010,rintanen98planning,schattenberg00planning
4011,rizzo97personalitydriven,bazzan99moral
4012,rizzo97personalitydriven,namee01proposal
4013,rocha99syntactic,rocha00biologically
4014,roddick99towards,grandi00generalized
4015,roddick99towards,roddick00beyond
4016,rom00gaia,460612
4017,roman00legorb,rom00gaia
4018,rosenstein99continuous,cohen00learning
4019,rosenstein99continuous,vanlaerhoven01realtime
4020,rosenthal00view,rosenthal01administering
4021,ross98complex,106339
4022,ross98complex,jagadish99querying
4023,ross98complex,ross98complex
4024,roth00snowbased,cumby00relational
4025,roth00using,ashbrook02learning
4026,roth01programming,510100
4027,roth01programming,roth01scalable
4028,roth98learning,294238
4029,roth98learning,336904
4030,roth98learning,415056
4031,roth98learning,cumby00relational
4032,roth98learning,escudero00portability
4033,roth98learning,marquez00machine
4034,roth98learning,mccallum00maximum
4035,roth98learning,punyakanok01use
4036,roth98learning,roth00snowbased
4037,roth98learning,roth01relational
4038,roth98learning,roth98learning
4039,roubos00compact,abonyi00structure
4040,roubos00compact,abonyi01modified
4041,roubos00compact,abonyi02datadriven
4042,roubos00compact,roubos00learning
4043,roubos00learning,abonyi00structure
4044,roubos00learning,abonyi02datadriven
4045,rousseau96personality,45929
4046,rousseau96personality,rizzo97personalitydriven
4047,rousseau96personality,rousseau97improvisational
4048,rousseau96personality,rousseau97socialpsychological
4049,rousseau97socialpsychological,418446
4050,rousseau97socialpsychological,449668
4051,rousseau97socialpsychological,prendinger01social
4052,rousskov98cache,43488
4053,rowley98rotation,235157
4054,rowley98rotation,essa99computer
4055,rowley98rotation,frey99estimating
4056,rowley98rotation,rosales00hand
4057,rowley98rotation,roth00snowbased
4058,rowley98rotation,yang99mixtures
4059,roy00integration,326373
4060,roy00integration,roy00computational
4061,roy01toward,scheffer01active
4062,roy99coastal,532267
4063,roy99coastal,roy00finding
4064,roy99coastal,sim00to
4065,rui00optimizing,bartolini01feedbackbypass
4066,rui99image,carkacioglu02learning
4067,rui99image,rui00optimizing
4068,rui99image,wu00discriminantem
4069,rundensteiner98capacityaugmenting,claypool99optimizatizing
4070,rungsarityotin00finding,485564
4071,rungsarityotin00finding,singletary01learning
4072,rungsarityotin00finding,singletary01symbiotic
4073,rungsarityotin00finding,vanlaerhoven01realtime
4074,sabater99engineering,421686
4075,sabater99engineering,giorgini01multiagent
4076,sadri00abduction,kakas01abduction
4077,sadri99abduction,kakas01abduction
4078,sadri99abduction,sadri99computational
4079,sadri99computational,inoue01controlling
4080,sahin98visual,gaudiano99neurobotic
4081,sakakibara94learning,20587
4082,sakakibara94learning,59359
4083,sakakibara94learning,dotsch96good
4084,sakakibara94learning,jantke95communications
4085,sakama99updating,kakas01abduction
4086,salles98development,lopesdeoliveira99framework
4087,sampaio98deductive,sampaio00design
4088,samtani98recent,295735
4089,sandholm01algorithm,sandholm01winner
4090,sandholm01algorithm,yokoo02secure
4091,sandholm01cabob,sandholm01algorithm
4092,sandholm01cabob,sandholm01side
4093,sandholm01cabob,sandholm01winner
4094,sandholm01market,sandholm01algorithm
4095,sandholm01side,sandholm01algorithm
4096,sandholm01side,sandholm01winner
4097,sandholm01winner,sandholm01algorithm
4098,sandholm01winner,sandholm01side
4099,sandholm99algorithms,19017
4100,sandholm99algorithms,sandholm01algorithm
4101,sandholm99algorithms,weiss00building
4102,santini99similarity,449669
4103,santini99similarity,carkacioglu02learning
4104,santini99similarity,wu00discriminantem
4105,santos97introductory,santos97introductory
4106,santos99dynamic,509763
4107,santos99dynamic,nguyen00active
4108,sarawagi00data,godbole01document
4109,sarawagi98discoverydriven,518526
4110,sarawagi98discoverydriven,mortazavi-asl01discovering
4111,sarkar01applying,peng01automatic
4112,sarwar01itembased,518092
4113,sato01parameter,513722
4114,satoh01flying,475504
4115,satoh01network,475504
4116,satoh01network,satoh01flying
4117,sattler01data,schallehn02extensible
4118,sawhney99nomadic,416413
4119,sawhney99nomadic,lyons00guided
4120,scassellati98building,327415
4121,schadler97connectionist,schaedler97connectionist
4122,schadler98application,362539
4123,schaedler97connectionist,362539
4124,schaedler97connectionist,schadler98application
4125,schaller99reclustering,308770
4126,schapire98boosting,296568
4127,schapire98boosting,453602
4128,schapire98boosting,453969
4129,schapire98boosting,454124
4130,schapire98boosting,boyapati00towards
4131,schapire98boosting,caropreso00statistical
4132,schapire98boosting,iyer00boosting
4133,schapire98boosting,macskassy01intelligent
4134,schapire98boosting,marquez00machine
4135,schapire98boosting,ultis01adaboost
4136,schapire98boosting,yang00improving
4137,schapire98boosting,zhang01maximum
4138,schattenberg00planning,logan00distributed
4139,sche01active,475379
4140,scheffer01active,475379
4141,schein01generative,518092
4142,scheuermann98data,61706
4143,schiele99attentional,mayol00wearable
4144,schmalstieg00bridging,bauer01design
4145,schmalstieg00bridging,reitmayr01mobile
4146,schmalstieg00bridging,reitmayr01wearable
4147,schmalstieg99using,bowman01introduction
4148,schmalstieg99using,schmalstieg00bridging
4149,schmidt00implicit,416413
4150,schmidt00implicit,beigl00mediacups
4151,schmidt00implicit,dey01distributed
4152,schmidt01how,533891
4153,schmidt01xml,jiang02path
4154,schmidt01xml,nambiar01benchmarking
4155,schmidt99advanced,416413
4156,schmidt99advanced,457393
4157,schmidt99advanced,antifakos01exploration
4158,schmidt99advanced,dey01distributed
4159,schmidt99advanced,schmidt01how
4160,schmidt99advanced,vanlaerhoven00teaching
4161,schmidt99advanced,vanlaerhoven00what
4162,schmidt99advanced,vanlaerhoven01realtime
4163,schmill99learned,373966
4164,schmitt98relating,131669
4165,schndelbach01augurscope,539227
4166,schneider00disseminating,438351
4167,schneider99distributed,483769
4168,schohn00less,nigam01using
4169,schuldt99concurrency,schuldt99concurrency
4170,schuldt99concurrency,schuldt99transactional
4171,schuldt99concurrency,schuldt99transactions
4172,schuldt99transactional,schuldt99transactions
4173,schut00intention,354467
4174,schut00intention,499517
4175,schut00intention,schut01principles
4176,schut01principles,499517
4177,schwab00learning,middleton01capturing
4178,schwab00learning,middleton02exploiting
4179,schwabacher96use,131492
4180,schwabacher96use,khaled98gado
4181,schwabacher96use,schwabacher98multilevel
4182,schwabacher98multilevel,schwabacher96use
4183,schweighofer01automatic,schweighofer01improving
4184,schweiss99architecture,kallmann99behavioral
4185,scime01websifter,496354
4186,sen98individual,zunino01representing
4187,sengupta99constructing,196348
4188,seo00reinforcement,454621
4189,seo00reinforcement,zhang01personalized
4190,setiono99mapping,abonyi00structure
4191,setiono99mapping,abonyi02datadriven
4192,seymore99learning,475379
4193,seymore99learning,54866
4194,seymore99learning,eliassi-rad00instructable
4195,seymore99learning,kushmerick02adaptive
4196,seymore99learning,kushmerick02finitestate
4197,seymore99learning,lawrence00context
4198,seymore99learning,nigam01using
4199,seymore99learning,ray01representing
4200,seymore99learning,sche01active
4201,seymore99learning,scheffer01active
4202,shah99amdb,thomas00creating
4203,shan98introduction,24678
4204,shankar00weight,bergo01text
4205,shanmugasundaram99efficient,adya00generalized
4206,shanmugasundaram99efficient,lam00broadcasting
4207,shanmugasundaram99efficient,lauzac01view
4208,shanmugasundaram99efficient,pitoura99exploiting
4209,shanmugasundaram99efficient,shanmugasundaram99efficient
4210,shapiro98embodied,shapiro99snep
4211,shavlik98building,carbonell98report
4212,shavlik98building,eliassi-rad00instructable
4213,shavlik98building,tan01predictive
4214,shavlik99instructable,eliassi-rad00instructable
4215,shaw98clause,340342
4216,shaw98clause,pan00prosody
4217,shehory99emergent,deweerdt00plan
4218,shehory99emergent,lerman00coalition
4219,shehory99feasible,lerman00coalition
4220,sheng99graph,303620
4221,shintani98parallel,376260
4222,shneiderman00direct,446289
4223,shneiderman99creating,shneiderman99supporting
4224,shneiderman99supporting,472493
4225,shu98using,shu98using
4226,siddiqi98shock,funkhouser02search
4227,siddiqi98shock,pelillo99continuousbased
4228,silverman01more,497508
4229,sim99learning,198731
4230,sim99learning,236597
4231,simula99selforganizing,tomsich01optimizing
4232,singhal99document,449447
4233,singhal99document,vanthong00speechbot
4234,singletary01symbiotic,singletary01learning
4235,sistla98querying,489180
4236,sistla98querying,koubarakis99tractable
4237,sistla98querying,ryu01application
4238,skarmeas99component,papadopoulos00models
4239,sloman02how,sloman01varieties
4240,sloman98architectures,bryson00crossparadigm
4241,sloman98architectures,bryson00study
4242,sloman98architectures,sloman98damasio
4243,sloman99building,bryson00hypothesis
4244,sloman99building,joslyn99semiotic
4245,slonim00document,friedman01multivariate
4246,slonim00document,slonim01power
4247,slonim01power,friedman01multivariate
4248,sma98theory,sima00computational
4249,sma98theory,sima01computational
4250,smeaton97relevance,kushmerick00wrapper
4251,smith00conversation,443668
4252,smith00conversation,ljungstrand00analysis
4253,smith01management,480065
4254,smola98from,23780
4255,smola98from,smola98general
4256,smola98general,23780
4257,smola98general,42037
4258,smyth99surfing,215779
4259,smyth99surfing,rafter00automated
4260,soderland99learning,28981
4261,soderland99learning,329899
4262,soderland99learning,444362
4263,soderland99learning,445103
4264,soderland99learning,ciravegna00learning
4265,soderland99learning,ciravegna01lp
4266,soderland99learning,crescenzi01roadrunner
4267,soderland99learning,eliassi-rad00instructable
4268,soderland99learning,kosala00web
4269,soderland99learning,kushmerick00wrapper
4270,soderland99learning,kushmerick02adaptive
4271,soderland99learning,kushmerick02finitestate
4272,soderland99learning,lawrence00context
4273,soderland99learning,marquez00machine
4274,soderland99learning,muslea01hierarchical
4275,soderland99learning,nahm00mutually
4276,soderland99learning,nahm00using
4277,soderland99learning,pal02web
4278,soderland99learning,roth01relational
4279,soderland99learning,soderland01building
4280,soderland99learning,thompson99active
4281,soderland99learning,yangarber01scenario
4282,spoelder00man,renambot00cavestudy
4283,squire99improving,308750
4284,sreerupa98dynamic,chen98learningbased
4285,stader98intelligent,pollack99adjustable
4286,stanoi00reverse,387378
4287,stanoi00reverse,ferhatosmanoglu01constrained
4288,stanoi98weak,298012
4289,stanoi98weak,stanoi99decentralized
4290,starner00gesture,krum02speech
4291,starner00gesture,mayol02designing
4292,starner98realtime,319242
4293,starner98realtime,454762
4294,starner98realtime,515869
4295,starner98realtime,holden99adaptive
4296,starner98realtime,mayol00wearable
4297,starner98realtime,mayol02designing
4298,starner98realtime,rosales00hand
4299,starner98realtime,schiele99situation
4300,starner98realtime,singletary01learning
4301,starner98realtime,singletary01symbiotic
4302,starner98realtime,starner00gesture
4303,starner98realtime,starner98realtime
4304,starner98realtime,starner98visual
4305,starner98realtime,taylor99virtual
4306,starner98realtime,zhu00segmenting
4307,starner98visual,485564
4308,starner98visual,533891
4309,starner98visual,aoki99realtime
4310,starner98visual,clarkson00recognizing
4311,starner98visual,gellersen00adding
4312,starner98visual,rhodes99wearable
4313,starner98visual,rungsarityotin00finding
4314,starner98visual,schmidt99advanced
4315,starner98visual,singletary01learning
4316,starner98visual,singletary01symbiotic
4317,starner98visual,vanlaerhoven01realtime
4318,stepaniuk98optimizations,stepaniuk98optimizations
4319,sterritt00exploring,sterritt01soft
4320,sterritt01soft,sterritt01soft
4321,stewart99single,benford00designing
4322,stewart99single,boyle00grouplab
4323,stewart99single,druin99role
4324,stewart99single,shneiderman00direct
4325,stewart99single,tandler01software
4326,stolzenburg00spatial,531526
4327,stolzenburg00spatial,arai01multiagent
4328,stolzenburg00spatial,murray01specifying
4329,stolzenburg00spatial,stolzenburg01from
4330,stone01architecture,531526
4331,stone98layered,11510
4332,stone98layered,23381
4333,stone98layered,29551
4334,stone98layered,306529
4335,stone98layered,64765
4336,stone98layered,asada98robocup
4337,stone98layered,bryson00architectures
4338,stone98layered,hannebauer99rapid
4339,stone98layered,hsu02genetic
4340,stone98layered,kitano97robocup
4341,stone98layered,parker00current
4342,stonebraker01content,461688
4343,streitz01roomware,tandler01software
4344,streitz98roomware,streitz01roomware
4345,streitz98roomware,streitz99iland
4346,streitz99iland,539227
4347,sturm00tableau,388718
4348,sturm00tableau,453999
4349,sturm00tableau,454077
4350,sturm00tableau,artale01reasoning
4351,sturm00tableau,artale01temporal
4352,sturm00tableau,artale02temporal
4353,subramanian98costbased,253088
4354,subramanian98costbased,subramanian98costbased
4355,sudo01automatic,grishman01adaptive
4356,sukhatme99embedding,450405
4357,sullivan98tribeca,madden01fjording
4358,sullivan99model,396385
4359,sun98some,155240
4360,sun98some,sun99from
4361,sun98some,sun99symbol
4362,sun99from,sun01individual
4363,sun99optional,301891
4364,surmann01learning,480233
4365,suryadi99learning,mudgal00bilateral
4366,suryadi99learning,zunino01representing
4367,sutton93online,magoulas01hybrid
4368,sutton93online,plagianakos01tumor
4369,szabo95virtual,15340
4370,szummer01kernel,peng01automatic
4371,szummer01kernel,szummer02partially
4372,szymkowiak01hierarchical,larsen01probabilistic
4373,tabuada01feasible,tabuada01feasible
4374,takahashi00location,539969
4375,takahashi98mobile,takahashi00location
4376,talim01controlling,shkapenyuk01design
4377,tan01predictive,524726
4378,tarau99jinni,carro99concurrency
4379,tarau99jinni,sadri99computational
4380,tenhagen01continuous,452506
4381,terrillon98automatic,zhu00segmenting
4382,terveen98evaluating,532128
4383,terveen98evaluating,536016
4384,terveen98evaluating,540380
4385,terveen98evaluating,dean99finding
4386,terveen98evaluating,sun01world
4387,terveen98evaluating,terveen99constructing
4388,terveen99constructing,452308
4389,terveen99constructing,cleary00generating
4390,theilmann99disseminating,joseph01why
4391,thevenin99adaptation,luyten01xmlbased
4392,thomas98wearable,503243
4393,thomas98wearable,534400
4394,thomas98wearable,hollerer99exploring
4395,thomas98wearable,hollerer99situated
4396,thomas98wearable,piekarski99architecture
4397,thomas98wearable,reitmayr01mobile
4398,thomason00desires,vandertorre01contextual
4399,thompson99active,508732
4400,thompson99active,knoblock00accurately
4401,thompson99active,muslea00selective
4402,thompson99active,yangarber01scenario
4403,thrun98framework,thrun98framework
4404,thrun98map,532373
4405,thrun98map,67963
4406,thrun98map,75800
4407,thrun98map,fox98active
4408,thrun98map,thrun98framework
4409,tice00key,tice00practical
4410,tice00practical,381995
4411,tieu00boosting,ultis01adaboost
4412,timm00multiagent,timm01synthesis
4413,timm01synthesis,timm01enterprise
4414,tino98finite,7785
4415,toenshoff01flexible,timm01synthesis
4416,tong00restricted,szummer01kernel
4417,torp99effective,510071
4418,torp99effective,bruckner01managing
4419,torp99effective,slivinskas01adaptable
4420,torp99effective,torp99effective
4421,tourapis01advanced,tourapis01temporal
4422,traum96reactivedeliberative,traum99speech
4423,tresp98description,straccia01reasoning
4424,tripathi99mobile,501178
4425,tripathi99mobile,531713
4426,tripathi99mobile,brazier02agent
4427,tripathi99mobile,karnik99security
4428,tripathi99mobile,saif01communication
4429,turk00perceptual,464421
4430,turk00perceptual,tan01infocockpit
4431,turner00improving,501178
4432,turner00improving,532537
4433,turner00improving,wijngaards01mas
4434,turney00learning,kruschwitz01exploiting
4435,turney99learning,18124
4436,turney99learning,ian99kea
4437,tzitzikas01democratic,537920
4438,tzouramanis00multiversion,tzouramanis01time
4439,tzouramanis00overlapping,tzouramanis01time
4440,tzouramanis99overlapping,tzouramanis99processing
4441,uhrmacher00modeling,uhrmacher00plug
4442,uhrmacher00plug,schattenberg00planning
4443,urhan01dynamic,gimbel01data
4444,urhan98costbased,244548
4445,urhan98costbased,307463
4446,urhan98costbased,ambite00flexible
4447,urhan98costbased,doan99efficiently
4448,urhan98costbased,ives00adaptive
4449,urhan98costbased,ng98reconfiguring
4450,vagina03cryptographic,482071
4451,vagina03cryptographic,496883
4452,vagina03cryptographic,kim01secret
4453,vagina03cryptographic,tan01trust
